cp.icr.io,cp/cpd/bob-admin,1.0.0-0,sha256:5474608a61a68ce5a4413c2f2756a53e57bd9be368acb1bc9ddfeffeef2ade86,list
cp.icr.io,cp/cpd/bob-admin,1.0.0-0-amd64,sha256:0c103bc96fe3d954abc6582828b26407cb9972d73cb08171afd95e8afc9f4291,amd64
cp.icr.io,cp/cpd/bob-admin-db,1.0.0-0,sha256:72e93fd0963c7d8bbe06595a25ac591c0ef0ff7270c64fc5ca68f31ef88ac06c,list
cp.icr.io,cp/cpd/bob-admin-db,1.0.0-0-amd64,sha256:6f367f6ee1dee50668956472a53519f361f0841d5fc54d7259ba95a1eedf4fee,amd64
cp.icr.io,cp/cpd/bob-admin-ui,1.0.0-0,sha256:f079270c31e095adfcc296837d7ef583d315401fc5267ab065a3eaaa9a294f7b,list
cp.icr.io,cp/cpd/bob-admin-ui,1.0.0-0-amd64,sha256:87b002e59c9dcdca13d54fb658275ab2c4a67337083b286da4392e294024c7a8,amd64
cp.icr.io,cp/cpd/bob-authn,1.0.0-0,sha256:eea1ef878bf47b417046a94dfa0a9cb71e370e24acf6bde520e16df0bc0f835d,list
cp.icr.io,cp/cpd/bob-authn,1.0.0-0-amd64,sha256:dfdf8b05e67967a429d9fd463d1884677e229ffe308adaad3525252b9f2c0874,amd64
cp.icr.io,cp/cpd/bob-authz,1.0.0-0,sha256:04e0a8dd02c8975a5431b2f4fc1ed6fe4b4b7f41cef94ec0ec515fa74a7d2a23,list
cp.icr.io,cp/cpd/bob-authz,1.0.0-0-amd64,sha256:672d89e465dbbd621144654dc941cf8c83f1fb300a0d0e188b9fdccc218b5929,amd64
cp.icr.io,cp/cpd/bob-gateway,1.0.0-0,sha256:d07afba590e70a29107a9b1632db22484d4f0fbea2470b62eb5f67509d17b6a8,list
cp.icr.io,cp/cpd/bob-gateway,1.0.0-0-amd64,sha256:d51b30537c923d119ddff0350a46a2394a4407560578e4b5c54d56bec4a51f09,amd64
cp.icr.io,cp/cpd/bob-inference,9229a4b-bifrost,sha256:1def92677e9b2ceb9ef16556a6322f3fb825a875ced03854d54508ce5ff7d065,list
cp.icr.io,cp/cpd/bob-inference,9229a4b-bifrost-amd64,sha256:a5bbb26c79d216e57310b8669790290ad628bd774aee26c64653f4b5f8b291b0,amd64
cp.icr.io,cp/cpd/bob4z-shell-proxy-bob2,1.0.0-0,sha256:b5fe25ae9adf913faccfaa47f4b02635402cfafffdfa4f5a693dbd600360bcb5,list
cp.icr.io,cp/cpd/bob4z-shell-proxy-bob2,1.0.0-0-amd64,sha256:bfe0efb8d97326d3ad85d6f37d3889c11fbab6558a0fed97a83ea3c738acf977,amd64
cp.icr.io,cp/cpd/bob4z-shell-proxy-ragapi,1.0.0-0,sha256:498b9ac64275dce738d52e687fb19c68b8cc66399e2854d2a0d28b8159c0872c,list
cp.icr.io,cp/cpd/bob4z-shell-proxy-ragapi,1.0.0-0-amd64,sha256:7d17cd9fa477b70784b1ff709382c8bcd437ae8a95ef33829d49f8b158547972,amd64
cp.icr.io,cp/cpd/bob4z-shell-proxy-zlookup,1.0.0-0,sha256:c7b759dfd50c872f20074e208757a22176052bfe80d3c8ca1fb54926f44105f4,list
cp.icr.io,cp/cpd/bob4z-shell-proxy-zlookup,1.0.0-0-amd64,sha256:90b353aa8c0e24e9b2f2d18afe9cc9037f171a0eba7421a0232245032670400d,amd64
icr.io,cpopen/ibm-wca-bob-operator,1.0.0-0,sha256:99cb543a3f36fced408e414562673d1e9a7e0ad76bf251271a2178490f1c0216,list
icr.io,cpopen/ibm-wca-bob-operator,1.0.0-0-amd64,sha256:c9fe3d5a6449ebc0c3f6a26dbf6dd191dba1183a3e6277e6ba56c0d88e9b010d,amd64
