cp.icr.io,cp/opencontent-ibm-opensearch-base-9,1.4.5,sha256:3dffa454fa07734951ffe494969991941b180f25a3be8f3c8643fc886931accc,list
cp.icr.io,cp/opencontent-ibm-opensearch-base-9,1.4.5-linux.amd64,sha256:8d26f3ec92f00117eab0e9be43431d141c5942105ed1c806dacb616b5271302c,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-base-9,1.4.5-linux.ppc64le,sha256:b63185eae7188b74ea17dbb28c32c10142bfcc089683496561c5e3cdb28c3f8a,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-base-9,1.4.5-linux.s390x,sha256:fed74de3086bd001c101b7cad2d503e3105cb026e32ff41e11b5170bebc3da99,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-base-9,1.4.5-linux.arm64,sha256:4815698cbd09559bb2451f4b0725f118f6373a4a5a68effa7c61db06dbd035ea,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-min-3.5.0,1.4.5,sha256:aabefa877189112c211442980aff76c6a4fcdbc79d0527135f79460c49775238,list
cp.icr.io,cp/opencontent-ibm-opensearch-min-3.5.0,1.4.5-linux.amd64,sha256:9a1d28d4d3961ed38e47b50e3456ee5ae4afc632e71ec3745794d6a1e89b55a7,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-min-3.5.0,1.4.5-linux.ppc64le,sha256:34c46dfc6ce005a4341b87e7faf2f548623a8c166ba44fb71be7ac44c4e8199b,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-min-3.5.0,1.4.5-linux.s390x,sha256:f83ac435d096e110ed25193051518f8a288a3320ab642a771658a41a3eb96f7a,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-min-3.5.0,1.4.5-linux.arm64,sha256:5c2bb519de0894a17ae9207cd50d1d2a05010f1146e393e6593c049fef9fa6de,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-plugins-3.5.0,1.4.5,sha256:4eddce7b4a6e181aefa9334e6c8ef24dae15d3456a916a472834d16ac7530807,list
cp.icr.io,cp/opencontent-ibm-opensearch-plugins-3.5.0,1.4.5-linux.amd64,sha256:72b76b24919c7db3c4184c1d965045f53a2ebadf542a3a7172ccb4e7eee54d78,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-plugins-3.5.0,1.4.5-linux.ppc64le,sha256:7ba388ad73bc248f5be7fe17cbfd854a29676c040c47795bf7cb8d70a0f48c5e,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-plugins-3.5.0,1.4.5-linux.s390x,sha256:686cba367f9ef29b8facf2a2cddfbc837eacb6fb825fde679249d6f2a52ab10c,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-plugins-3.5.0,1.4.5-linux.arm64,sha256:aa60722d810c4072d0754a6805188c2a9e9cb37f49d5a35a1fe62e5ac89f6efb,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-security-3.5.0.0,1.4.5,sha256:a3dd04832d6357cfd2e6e459ad9b57a6b29b40252d6646b007463e6c5a334210,list
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-security-3.5.0.0,1.4.5-linux.amd64,sha256:add48a8c2e5b08547e7d0ef45c62ecfb30326b841f6a2853b59ba71b099877d3,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-security-3.5.0.0,1.4.5-linux.ppc64le,sha256:e653b638118b5d7b3e70de712da228c47424810fabfb3fbfc24df5dcdd7a7f33,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-security-3.5.0.0,1.4.5-linux.s390x,sha256:1a053250d4417fe07b8738ef6b661eda41a6f65bbeee9f77317466bc75291518,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-security-3.5.0.0,1.4.5-linux.arm64,sha256:f6c2795a8d9c2a952ff847ad6a8fdbdcfabf9237d907f980311fe6752005b0af,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ism-3.5.0.0,1.4.5,sha256:a42704cbcb03d11a630f71c42a1a9c3d4c6a0316a0d272f99c2096a8ea9f4d9e,list
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ism-3.5.0.0,1.4.5-linux.amd64,sha256:79b8405960f44467a96d2276d678f6e8b93991c4150a3044f333a10ed3cc9038,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ism-3.5.0.0,1.4.5-linux.ppc64le,sha256:838a17300255e07be755052e4306fe2b3dbf4d07e524690fd13ffc1495911c26,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ism-3.5.0.0,1.4.5-linux.s390x,sha256:3d4f791ed1708cfea012a7db946feb0b93b7dd1d6778bbafa5ee9023deb17189,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ism-3.5.0.0,1.4.5-linux.arm64,sha256:aa26d0e70ba96730aac2bee597d4cbb4e287192f60fe69eea8898ef902c9d30f,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-knn-3.5.0.0,1.4.5,sha256:c0d21af1b8a72b04e63b06fca95e427c2bb097d4abc60b905202b2a520dceb13,list
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-knn-3.5.0.0,1.4.5-linux.amd64,sha256:1e45da2a59bad50057f4dccc3f1b2d8d6d0dba97967e49e5e066eb40094a96f6,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-knn-3.5.0.0,1.4.5-linux.ppc64le,sha256:6bd00fd1774ed47b5355b775d68faf3447eb2760c3d83275b283df089833f2a4,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-knn-3.5.0.0,1.4.5-linux.s390x,sha256:4d6161679575aee80e047cecfcf53db85a542cd54c8dcdf9e6ceaedfcee0f4cc,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-knn-3.5.0.0,1.4.5-linux.arm64,sha256:c381741fc221683e1cdefa13fecb2acb397e8bf5d57f03e04c02006ce5f9a3a8,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ml-common-3.5.0.0,1.4.5,sha256:5c8c945e579cc2b80486aa65cf099e296eba6ae54ae3ac4f40300fce991d204c,list
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ml-common-3.5.0.0,1.4.5-linux.amd64,sha256:6e5905de7c4d424fb0d391fa00bae13b3d4e17f98daced5c8b600791b6d5eb23,amd64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ml-common-3.5.0.0,1.4.5-linux.ppc64le,sha256:b3d816fec1e2c1c7992ed63e2723417b0df4dc38022de17944105145c806120f,ppc64le
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ml-common-3.5.0.0,1.4.5-linux.s390x,sha256:26efc1e2142dbcac1fb2d9827b71f883c1327c4adb9d1d2481519f67db2fa4de,s390x
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-ml-common-3.5.0.0,1.4.5-linux.arm64,sha256:886767c4e2e180e65c5ab59160c381a8eaf83f4de29021e79104b24a5639bdf9,arm64
cp.icr.io,cp/opencontent-ibm-opensearch-plugin-neural-search-3.5.0.0,1.4.5,sha256:4cc744a581e9a44290aee4f2ed2198e49f0c831c4536b542127cd60a11b6fc0e,list
